epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,24714.2,0.28158,0.18278,0.85994,0.9577,0.85895,0.92082,0.86605,0.38504,0.37275,0.95824,0.0009415,0.0009415,0.0009415
185,24847.4,0.27875,0.18272,0.85956,0.95628,0.85791,0.92097,0.86541,0.38604,0.3756,0.95949,0.000892,0.000892,0.000892
186,24980.7,0.27925,0.18111,0.85829,0.96999,0.84724,0.92083,0.86551,0.38616,0.3782,0.95932,0.0008425,0.0008425,0.0008425
187,25113.7,0.27512,0.17974,0.85745,0.97031,0.84788,0.92122,0.86473,0.38603,0.37828,0.95879,0.000793,0.000793,0.000793
188,25246.9,0.28128,0.18011,0.8616,0.97065,0.84764,0.92114,0.86467,0.38623,0.37941,0.95868,0.0007435,0.0007435,0.0007435
189,25380.1,0.28139,0.18029,0.86062,0.97072,0.84793,0.92119,0.86457,0.387,0.37797,0.95966,0.000694,0.000694,0.000694
190,25513.1,0.26994,0.1746,0.85579,0.97143,0.84797,0.92138,0.86492,0.38679,0.37917,0.95962,0.0006445,0.0006445,0.0006445
191,25666.8,0.22502,0.13876,0.8193,0.97089,0.84756,0.92052,0.86559,0.38733,0.37817,0.95969,0.000595,0.000595,0.000595
192,25800.3,0.22275,0.13782,0.82402,0.97216,0.84661,0.92076,0.86628,0.38655,0.37702,0.95881,0.0005455,0.0005455,0.0005455
193,25933.8,0.21652,0.13434,0.81825,0.96361,0.85082,0.92106,0.86655,0.3864,0.37921,0.95878,0.000496,0.000496,0.000496
194,26067.3,0.21112,0.13043,0.81526,0.96301,0.85193,0.92352,0.86795,0.38618,0.37918,0.9588,0.0004465,0.0004465,0.0004465
195,26200.7,0.20378,0.12829,0.81467,0.97436,0.84461,0.92343,0.86763,0.38555,0.37711,0.95859,0.000397,0.000397,0.000397
196,26334.2,0.21213,0.13056,0.81744,0.96556,0.8502,0.92382,0.86895,0.38628,0.37882,0.95953,0.0003475,0.0003475,0.0003475
197,26467.8,0.20828,0.12977,0.8159,0.97441,0.84337,0.92421,0.86978,0.38661,0.37821,0.96039,0.000298,0.000298,0.000298
198,26601.3,0.20709,0.12785,0.81575,0.97433,0.84411,0.92297,0.86912,0.38681,0.37873,0.9608,0.0002485,0.0002485,0.0002485
199,26734.8,0.20068,0.12735,0.81614,0.97098,0.84609,0.92328,0.86931,0.38663,0.37871,0.96019,0.000199,0.000199,0.000199
200,26868.2,0.19746,0.12403,0.81215,0.97118,0.84608,0.9229,0.86899,0.3866,0.37834,0.96027,0.0001495,0.0001495,0.0001495
